ID,iyear,imonth,iday,date,dayweek,country_txt,country,region,region_txt,provstate,city,summary,crit1,crit2,crit3,success,suicide,doubtter_txt,doubtterr,gname,attacktype1_txt,Attacktype,attacktype2_txt,attacktype2,targtype,targtype1,targsubtype1_txt,targsubtype1,targtype2_txt,targtype2,targsubtype2_txt,targsubtype2,weaptype1_txt,weaptype1,weapsubtype1_txt,weapsubtype1,weaptype2_txt,weaptype2,weapsubtype2_txt,weapsubtype2,nkill,nkillter,nwound,nwoundte,helper,Foiling Method,Foiling Method (other),Key Factors Leading to Prevention,Key Factors Leading to Prevention (other),Arrests Made,Convictions Made,Case file link (if possible) , Post-incident on-the-ground changes,cite1,cite2,cite3,lat,long
197910030001,1979,10,3,10/3/1979,4,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Aircraft (not at an airport),42,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19791003,,,,,,,,,,,,,
197910040001,1979,10,4,10/4/1979,5,Israel,97,10,Middle East & North Africa,Southern,Ashkelon,,,,,1,0,Doubt,1,Palestinians,Bombing/Explosion,3,,#N/A,Military,4,Aircraft (not at an airport),42,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,,,,,19791004,,,,,,,,,,,,,
197910120001,1979,10,12,10/12/1979,6,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Government (Diplomatic),7,Airport,44,Unknown,20,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19791012,,,,,,,,,,,,,
197910230001,1979,10,23,10/23/1979,3,Israel,97,10,Middle East & North Africa,Tel Aviv,Tel Aviv,,,,,1,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Transportation,19,"International Organization (peacekeeper, aid agency, compound)",47,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19791023,,,,,,,,,,,,,
197910260001,1979,10,26,10/26/1979,6,Israel,97,10,Middle East & North Africa,Tel Aviv,Tel Aviv,,,,,1,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Transportation,19,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,1,,19791026,,,,,,,,,,,,,
197910260002,1979,10,26,10/26/1979,6,Israel,97,10,Middle East & North Africa,Tel Aviv,Tel Aviv,,,,,0,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19791026,,,,,,,,,,,,,
197911010001,1979,11,1,11/1/1979,5,Israel,97,10,Middle East & North Africa,Tel Aviv,Tel Aviv,,,,,1,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Transportation,19,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,1,,0,,19791101,,,,,,,,,,,,,
197911010002,1979,11,1,11/1/1979,5,Israel,97,10,Middle East & North Africa,Tel Aviv,Tel Aviv,,,,,1,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Transportation,19,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19791101,,,,,,,,,,,,,
197911090001,1979,11,9,11/9/1979,6,Israel,97,10,Middle East & North Africa,Tel Aviv,Tel Aviv,,,,,1,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,,,,,19791109,,,,,,,,,,,,,
197911120001,1979,11,12,11/12/1979,2,Israel,97,10,Middle East & North Africa,Southern,Dimona,,,,,1,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Government (General),2,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,11,,19791112,,,,,,,,,,,,,
197911190001,1979,11,19,11/19/1979,2,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Transportation,19,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,8,,19791119,,,,,,,,,,,,,
197911190002,1979,11,19,11/19/1979,2,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Transportation,19,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,3,,19791119,,,,,,,,,,,,,
197912030001,1979,12,3,12/3/1979,2,Israel,97,10,Middle East & North Africa,Southern,Ashkelon,,,,,1,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,,,,,19791203,,,,,,,,,,,,,
197912270001,1979,12,27,12/27/1979,5,Israel,97,10,Middle East & North Africa,Southern,Horbat Zohar,,,,,1,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Transportation,19,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19791227,,,,,,,,,,,,,
198001020001,1980,1,2,1/2/1980,4,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800102,,,,,,,,,,,,,
198001040001,1980,1,4,1/4/1980,6,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,0,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800104,,,,,,,,,,,,,
198001040002,1980,1,4,1/4/1980,6,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,0,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Religious Figures/Institutions,15,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800104,,,,,,,,,,,,,
198001090001,1980,1,9,1/9/1980,4,Israel,97,10,Middle East & North Africa,Tel Aviv,Tel Aviv,,,,,0,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800109,,,,,,,,,,,,,
198001090002,1980,1,9,1/9/1980,4,Israel,97,10,Middle East & North Africa,Tel Aviv,Tel Aviv,,,,,1,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,,,,,19800109,,,,,,,,,,,,,
198001150001,1980,1,15,1/15/1980,3,Israel,97,10,Middle East & North Africa,Tel Aviv,Bat Yam,,,,,0,0,Unknown,-9,Unknown,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800115,,,,,,,,,,,,,
198001230001,1980,1,23,1/23/1980,4,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,0,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800123,,,,,,,,,,,,,
198002030001,1980,2,3,2/3/1980,1,Israel,97,10,Middle East & North Africa,Central,Rehovot,,,,,1,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,6,,19800203,,,,,,,,,,,,,
198002030002,1980,2,3,2/3/1980,1,Israel,97,10,Middle East & North Africa,Central,Rehovot,,,,,1,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Business,1,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,6,,19800203,,,,,,,,,,,,,
198002060001,1980,2,6,2/6/1980,4,Israel,97,10,Middle East & North Africa,Tel Aviv,Ayalon,,,,,0,0,Terrorism,0,Popular Front for the Liberation of Palestine (PFLP),Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Bank/Commerce,3,,#N/A,,#N/A,Firearms,5,Automatic or Semi-Automatic Rifle,2,Explosives,6,Unknown Explosive Type,16,,,1,,19800206,,,,,,,,,,,,,
198002070001,1980,2,7,2/7/1980,5,Israel,97,10,Middle East & North Africa,Southern,Ashkelon,,,,,0,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Business,1,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800207,,,,,,,,,,,,,
198002110001,1980,2,11,2/11/1980,2,Israel,97,10,Middle East & North Africa,Central,Petah Tiqwa,,,,,1,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Transportation,19,Military Barracks/Base/Headquarters/Checkpost,27,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,12,,19800211,,,,,,,,,,,,,
198002180001,1980,2,18,2/18/1980,2,Israel,97,10,Middle East & North Africa,Central,Ramla,,,,,0,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Police Security Forces/Officers,25,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800218,,,,,,,,,,,,,
198002210001,1980,2,21,2/21/1980,5,Israel,97,10,Middle East & North Africa,Southern,Kiryat Gat,,,,,1,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Transportation,19,Aircraft (not at an airport),42,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800221,,,,,,,,,,,,,
198003010001,1980,3,1,3/1/1980,7,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,0,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Government Building/Facility/Office,#N/A,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800301,,,,,,,,,,,,,
198003090001,1980,3,9,3/9/1980,1,Israel,97,10,Middle East & North Africa,Unknown,Ilabum,,,,,0,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Transportation,19,Military Barracks/Base/Headquarters/Checkpost,27,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800309,,,,,,,,,,,,,
198003100001,1980,3,10,3/10/1980,2,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,0,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Government Building/Facility/Office,#N/A,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800310,,,,,,,,,,,,,
198003100002,1980,3,10,3/10/1980,2,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,0,0,Doubt,1,Palestinians,Bombing/Explosion,3,,#N/A,Military,4,Head of State,17,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800310,,,,,,,,,,,,,
198003110001,1980,3,11,3/11/1980,3,Israel,97,10,Middle East & North Africa,Jerusalem,Nahshon,,,,,1,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Laborer (General)/Occupation Identified,77,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800311,,,,,,,,,,,,,
198003110002,1980,3,11,3/11/1980,3,Israel,97,10,Middle East & North Africa,Northern,Galilee district,,,,,1,0,Terrorism,0,Palestinians,Armed Assault,2,,#N/A,Terrorists/Non-State Militia,17,Multinational Corporation,4,,#N/A,,#N/A,Firearms,5,Automatic or Semi-Automatic Rifle,2,,#N/A,,#N/A,0,,0,,19800311,,,,,,,,,,,,,
198003170001,1980,3,17,3/17/1980,2,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Place of Worship,86,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800317,,,,,,,,,,,,,
198003170002,1980,3,17,3/17/1980,2,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Doubt,1,Palestinians,Bombing/Explosion,3,,#N/A,Military,4,Place of Worship,86,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,,,,,19800317,,,,,,,,,,,,,
198003230001,1980,3,23,3/23/1980,1,Israel,97,10,Middle East & North Africa,Haifa,Haifa,,,,,1,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Police,3,Place of Worship,86,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,,,,,19800323,,,,,,,,,,,,,
198003240001,1980,3,24,3/24/1980,2,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,0,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Place of Worship,86,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800324,,,,,,,,,,,,,
198003240002,1980,3,24,3/24/1980,2,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Utilities,21,Place of Worship,86,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,0,3,0,19800324,,,,,,,,,,,,,
198003270001,1980,3,27,3/27/1980,5,Israel,97,10,Middle East & North Africa,Unknown,Avod,,,,,1,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Transportation,19,Politician or Political Party Movement/Meeting/Rally,15,,#N/A,,#N/A,Firearms,5,Automatic or Semi-Automatic Rifle,2,Explosives,6,Unknown Explosive Type,16,0,,0,,19800327,,,,,,,,,,,,,
198003300001,1980,3,30,3/30/1980,1,Israel,97,10,Middle East & North Africa,Southern,Dimona,,,,,0,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Police,3,Judge/Attorney/Court,14,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800330,,,,,,,,,,,,,
198004010001,1980,4,1,4/1/1980,3,Israel,97,10,Middle East & North Africa,Northern,Tiberias,,,,,1,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800401,,,,,,,,,,,,,
198004070001,1980,4,7,4/7/1980,2,Israel,97,10,Middle East & North Africa,Northern,Misgav am,,,,,1,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Student,70,,#N/A,,#N/A,Firearms,5,Automatic or Semi-Automatic Rifle,2,Firearms,5,Rifle/Shotgun (non-automatic),4,8,,5,,19800407,,,,,,,,,,,,,
198004160001,1980,4,16,4/16/1980,4,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Medical/Pharmaceutical,6,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800416,,,,,,,,,,,,,
198004270001,1980,4,27,4/27/1980,1,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Unknown,-9,Unknown,Facility/Infrastructure Attack,7,,#N/A,Business,1,School/University/Educational Building,49,,#N/A,,#N/A,Incendiary,8,,#N/A,,#N/A,,#N/A,0,,0,,19800427,,,,,,,,,,,,,
198005000001,1980,5,0,4/30/1980,4,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Doubt,1,Palestinians,Armed Assault,2,,#N/A,Military,4,Tour Bus/Van,96,,#N/A,,#N/A,Incendiary,8,,#N/A,,#N/A,,#N/A,,,1,,19800500,,,,,,,,,,,,,
198005050001,1980,5,5,5/5/1980,2,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Educational Institution,8,Clinics,40,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,,,,,19800505,,,,,,,,,,,,,
198005060001,1980,5,6,5/6/1980,3,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Doubt,1,Palestinians,Bombing/Explosion,3,,#N/A,Military,4,Tourist,97,,#N/A,,#N/A,Explosives,6,Grenade,7,,#N/A,,#N/A,0,,0,,19800506,,,,,,,,,,,,,
198005110001,1980,5,11,5/11/1980,1,Israel,97,10,Middle East & North Africa,Unknown,Unknown,,,,,1,0,Unknown,-9,Unknown,Facility/Infrastructure Attack,7,,#N/A,Transportation,19,Affiliated Institution,87,,#N/A,,#N/A,Incendiary,8,,#N/A,,#N/A,,#N/A,0,,0,,19800511,,,,,,,,,,,,,
198005110002,1980,5,11,5/11/1980,1,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Unknown,-9,Palestinians,Facility/Infrastructure Attack,7,,#N/A,Transportation,19,House/Apartment/Residence,76,,#N/A,,#N/A,Incendiary,8,,#N/A,,#N/A,,#N/A,,,,,19800511,,,,,,,,,,,,,
198005250001,1980,5,25,5/25/1980,1,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Unknown,-9,Unknown,Facility/Infrastructure Attack,7,,#N/A,Private Citizens & Property,14,Place of Worship,86,,#N/A,,#N/A,Incendiary,8,,#N/A,,#N/A,,#N/A,0,,0,,19800525,,,,,,,,,,,,,
198005250002,1980,5,25,5/25/1980,1,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Unknown,-9,Unknown,Armed Assault,2,,#N/A,Government (Diplomatic),7,Place of Worship,86,,#N/A,,#N/A,Incendiary,8,,#N/A,,#N/A,,#N/A,0,,0,,19800525,,,,,,,,,,,,,
198006070001,1980,6,7,6/7/1980,7,Israel,97,10,Middle East & North Africa,Southern,Neot Kakikar,,,,,1,0,Terrorism,0,Palestinians,Armed Assault,2,,#N/A,Private Citizens & Property,14,"Military Personnel (soldiers, troops, officers, forces)",34,,#N/A,,#N/A,Firearms,5,Automatic or Semi-Automatic Rifle,2,,#N/A,,#N/A,0,,0,,19800607,,,,,,,,,,,,,
198006090001,1980,6,9,6/9/1980,2,Israel,97,10,Middle East & North Africa,Central,Ramla,,,,,0,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Transportation,19,Entertainment/Cultural/Stadium/Casino,11,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800609,,,,,,,,,,,,,
198006090002,1980,6,9,6/9/1980,2,Israel,97,10,Middle East & North Africa,Central,Ramla,,,,,0,0,Terrorism,0,Palestine Liberation Organization (PLO),Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Military Barracks/Base/Headquarters/Checkpost,27,,#N/A,,#N/A,Explosives,6,Time Fuse,14,,#N/A,,#N/A,0,,0,,19800609,,,,,,,,,,,,,
198006100001,1980,6,10,6/10/1980,3,Israel,97,10,Middle East & North Africa,Central,Petah Tiqwa,,,,,1,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Race/Ethnicity Identified,71,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,,,,,19800610,,,,,,,,,,,,,
198006100002,1980,6,10,6/10/1980,3,Israel,97,10,Middle East & North Africa,Central,Petah Tiqwa,,,,,1,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,,#N/A,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,,,,,19800610,,,,,,,,,,,,,
198006100003,1980,6,10,6/10/1980,3,Israel,97,10,Middle East & North Africa,Central,Petah Tiqwa,,,,,1,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Personnel,41,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,,,,,19800610,,,,,,,,,,,,,
198006100004,1980,6,10,6/10/1980,3,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Terrorism,0,Palestine Liberation Organization (PLO),Armed Assault,2,,#N/A,Police,3,Politician or Political Party Movement/Meeting/Rally,15,,#N/A,,#N/A,Firearms,5,Automatic or Semi-Automatic Rifle,2,,#N/A,,#N/A,,,1,,19800610,,,,,,,,,,,,,
198006110001,1980,6,11,6/11/1980,4,Israel,97,10,Middle East & North Africa,Unknown,Beit Zurif,,,,,0,0,Terrorism,0,Unknown,Bombing/Explosion,3,,#N/A,Government (General),2,Embassy/Consulate,46,,#N/A,,#N/A,Explosives,6,Time Fuse,14,,#N/A,,#N/A,0,,0,,19800611,,,,,,,,,,,,,
198006160001,1980,6,16,6/16/1980,2,Israel,97,10,Middle East & North Africa,Northern,Nahariyya,,,,,1,0,Terrorism,0,Al-Fatah,Armed Assault,2,,#N/A,Private Citizens & Property,14,Politician or Political Party Movement/Meeting/Rally,15,,#N/A,,#N/A,Firearms,5,Automatic or Semi-Automatic Rifle,2,,#N/A,,#N/A,,,1,,19800616,,,,,,,,,,,,,
198006160002,1980,6,16,6/16/1980,2,Israel,97,10,Middle East & North Africa,Northern,Achziv,,,,,1,0,Terrorism,0,Palestine Liberation Organization (PLO),Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Government Building/Facility/Office,#N/A,,#N/A,,#N/A,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,Explosives,6,"Projectile (rockets, mortars, RPGs, etc.)",11,,0,,0,19800616,,,,,,,,,,,,,
198006200001,1980,6,20,6/20/1980,6,Israel,97,10,Middle East & North Africa,Haifa,Haifa,,,,,1,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Train/Train Tracks/Trolley,100,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800620,,,,,,,,,,,,,
198006220001,1980,6,22,6/22/1980,1,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Terrorism,0,Unknown,Bombing/Explosion,3,,#N/A,Transportation,19,Television Journalist/Staff/Facility,55,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800622,,,,,,,,,,,,,
198006230001,1980,6,23,6/23/1980,2,Israel,97,10,Middle East & North Africa,Tel Aviv,Pardes Kats,,,,,1,0,Terrorism,0,Al-Fatah,Bombing/Explosion,3,,#N/A,Business,1,Domestic NGO,61,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,,,,,19800623,,,,,,,,,,,,,
198006230002,1980,6,23,6/23/1980,2,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Terrorism,0,Unknown,Bombing/Explosion,3,,#N/A,Transportation,19,Domestic NGO,61,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,,,,,19800623,,,,,,,,,,,,,
198006230003,1980,6,23,6/23/1980,2,Israel,97,10,Middle East & North Africa,Tel Aviv,Tel Aviv,,,,,1,0,Terrorism,0,Palestine Liberation Organization (PLO),Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Government Building/Facility/Office,#N/A,,#N/A,,#N/A,Explosives,6,Time Fuse,14,,#N/A,,#N/A,0,,3,,19800623,,,,,,,,,,,,,
198006240001,1980,6,24,6/24/1980,3,Israel,97,10,Middle East & North Africa,Tel Aviv,Tel Aviv,,,,,0,0,Terrorism,0,Palestine Liberation Organization (PLO),Facility/Infrastructure Attack,7,,#N/A,Private Citizens & Property,14,Military Recruiting Station/Academy,28,,#N/A,,#N/A,Unknown,13,,#N/A,,#N/A,,#N/A,0,,0,,19800624,,,,,,,,,,,,,
198006250001,1980,6,25,6/25/1980,4,Israel,97,10,Middle East & North Africa,Unknown,Unknown,,,,,1,0,Terrorism,0,Popular Front for the Liberation of Palestine (PFLP),Assassination,1,,#N/A,Government (General),2,Military Recruiting Station/Academy,28,,#N/A,,#N/A,Unknown,13,,#N/A,,#N/A,,#N/A,1,,0,,19800625,,,,,,,,,,,,,
198007040001,1980,7,4,7/4/1980,6,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,0,0,Terrorism,0,Palestinians,Bombing/Explosion,3,,#N/A,Unknown,20,Government Building/Facility/Office,#N/A,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800704,,,,,,,,,,,,,
198007070001,1980,7,7,7/7/1980,2,Israel,97,10,Middle East & North Africa,Tel Aviv,Ramat Gan,,,,,1,0,Terrorism,0,Al-Fatah,Bombing/Explosion,3,,#N/A,Transportation,19,"Military Personnel (soldiers, troops, officers, forces)",34,,#N/A,,#N/A,Explosives,6,Unknown Explosive Type,16,,#N/A,,#N/A,0,,0,,19800707,,,,,,,,,,,,,
198007250001,1980,7,25,7/25/1980,6,Israel,97,10,Middle East & North Africa,Tel Aviv,Bat Yam,,,,,0,0,Terrorism,0,Palestinians,Assassination,1,,#N/A,Government (General),2,Unnamed Civilian/Unspecified,67,,#N/A,,#N/A,Explosives,6,Time Fuse,14,,#N/A,,#N/A,0,,2,,19800725,,,,,,,,,,,,,
198008000001,1980,8,0,7/31/1980,5,Israel,97,10,Middle East & North Africa,Jerusalem,Jerusalem,,,,,1,0,Unknown,-9,Palestinians,Bombing/Explosion,3,,#N/A,Private Citizens & Property,14,Government Building/Facility/Office,#N/A,,#N/A,,#N/A,Unknown,13,,#N/A,,#N/A,,#N/A,0,,0,,19800800,,,,,,,,,,,,,
